alim_code,alim_ssgrp_nom_fr,source AJOUT,alim_nom_fr,Energie (kcal/100g),Protéines (g/100g),Glucides (g/100g),Lipides (g/100g),Sucres (g/100g),Fibres alimentaires (g/100g),AG saturés (g/100g),Cholestérol (mg/100g),Sel chlorure de sodium (g/100g),Calcium (mg/100g),Fer (mg/100g),Magnésium (mg/100g),Potassium (mg/100g),Zinc (mg/100g),Vitamine D (µg/100g),Vitamine E (mg/100g),Vitamine C (mg/100g)
19042,laits,,"Lait demi-écrémé, pasteurisé","47,3","3,83","4,47","1,6",-,0,"1,12",6,"0,093",119,"0,031","11,1",153,"0,41","0,085","0,041","1,3"
19049,laits,,"Lait demi-écrémé, UHT, enrichi en vitamines","45,6","3,24","4,8","1,53","4,8",0,1,-,"0,13",120,-,-,-,-,"0,75",-,-
19050,laits,,"Lait écrémé, UHT","33,7","3,26","4,99","0,11","4,8",0,"0,1",2,"0,11",105,"0,028","12,3",166,"0,37",traces,traces,"0,89"
19051,laits,,"Lait écrémé, pasteurisé","34,5","3,28","4,99","0,19","4,93",0,"0,11","2,5","0,11",123,"0,03","11,6",157,"0,42","0,075","0,009","1,3"
19060,laits,,"Lait demi-écrémé, à teneur réduite en lactose",46,"3,27","4,8","1,55","4,8",0,1,-,"0,13",120,-,-,-,-,-,-,-
19200,laits,,"Lait de chèvre, entier, UHT","56,1","3,39","4,35","2,83","4,35",0,"1,8",11,"0,13",134,"0,05",14,204,"0,3","0,06","0,04","1,3"
19201,laits,,"Lait de chèvre, demi-écrémé, UHT","45,8","3,77","4,13","1,57","4,13",0,"1,06","7,33","0,15",110,"0,02",13,190,"0,33","< 0,03","< 0,08","< 0,5"
19202,laits,,"Lait de chèvre, entier","57,4","3,22","4,01","3,2","4,01",0,"2,16","12,1","0,091",107,"0,17","12,9",-,"0,33","< 0,2","0,056","< 0,2"
19225,laits,,"Lait de jument, entier",50,"2,41","6,18","1,73",-,0,"0,82","8,5","0,05","87,4","0,065","7,95","63,3","0,15",-,"0,026",15
19250,laits,,"Lait de brebis, entier",103,"5,68","4,5","6,97","4,5",0,"4,8",27,"0,11",199,"0,46","17,1",103,"0,54","0,2","0,15","4,2"
19021,laits,,"Lait en poudre, entier",499,"27,4","37,5","26,8","37,5",0,"17,3",107,"0,9",960,"0,62",93,1190,"3,91","1,2","0,68",10
19026,laits,,"Lait concentré non sucré, entier",132,"6,89","9,29","7,54","9,29",0,-,-,"0,28",273,"0,06","25,7",339,"0,8","0,1","0,2","1,9"
19027,laits,,"Lait concentré sucré, entier",323,"7,7","55,6","7,87","55,6",0,"5,17",34,"0,21",290,"0,19","25,2",371,"0,96","0,2","0,16","2,6"
19044,laits,,"Lait en poudre, demi-écrémé",435,"29,5","45,9","15,1","40,4",0,-,-,"0,87",1030,"0,35",97,1330,"3,7","0,2","0,4",-
19054,laits,,"Lait en poudre, écrémé",361,"35,3",54,"0,7","53,1",0,"0,34",13,"1,21",1250,"0,31",112,1670,"4,47","0,018","0,027","6,1"
19039,laits,,"Lait, teneur en matière grasse inconnue, UHT","46,2","3,28","4,82","1,57","4,77",0,"0,94","5,87","0,11",116,"0,042",12,167,"0,39","0,23","0,12","1,39"
19508,produits laitiers frais et assimilés,,"Boisson lactée, lait fermenté ou yaourt à boire, aromatisé, sucré","73,7","2,98","11,6","1,4","11,3","0,028","0,95","5,46","0,08",115,"0,12",11,140,"0,42","0,75","< 0,08","< 0,5"
19535,produits laitiers frais et assimilés,,"Boisson lactée, lait fermenté ou yaourt à boire, aux fruits, sucré","82,8","3,09","13,1","1,69","12,8","0,079","1,06",-,"0,12",133,"0,13",10,116,"0,3","0,75","0,05","< 0,5"
19537,produits laitiers frais et assimilés,,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré","64,9","2,93","9,29","1,48","9,29",0,"0,93",traces,"0,1",117,"0,1",11,138,"0,3","0,75",traces,0
19538,produits laitiers frais et assimilés,,"Boisson lactée, lait fermenté ou yaourt à boire, nature, sucré, au L Casei",-,"2,76","12,9","1,6","12,9","< 0,05","1,05",5,"0,1","99,1","< 0,1","7,8",112,"0,3","< 0,5","0,015","< 0,5"
19539,produits laitiers frais et assimilés,,"Lait fermenté ou spécialité laitière type yaourt, aromatisé, sucré, au bifidus",-,"3,45","12,5","2,94",12,0,"1,92","10,4","0,11",122,< 1,"11,7",139,"0,41","0,3","< 0,1",1
19542,produits laitiers frais et assimilés,,"Lait fermenté ou spécialité laitière type yaourt, aux fruits, sucré, au bifidus","97,2","3,57",13,"3,01","12,9","0,65",2,-,"0,14",122,-,12,153,"0,42",-,-,-
19546,produits laitiers frais et assimilés,,"Lait fermenté ou spécialité laitière type yaourt, nature, au bifidus","64,5","3,84","3,47","3,6","3,32","< 0,18","2,3","11,4","0,12",130,"0,07","12,1",145,"0,45","< 0,5","0,3","< 0,5"
19550,produits laitiers frais et assimilés,,"Yaourt à la grecque, lait de brebis","69,1","3,84","4,99","3,4","2,6",0,"2,38","14,4","0,0079",170,"0,04",15,110,"0,43","< 0,25","< 0,08","< 0,5"
19552,produits laitiers frais et assimilés,,"Yaourt à la grecque, aux fruits",-,"2,31","16,3","6,3",15,"0,38","4,45","20,9","0,098",104,"0,07","8,4",110,"0,27",-,"0,25","< 0,5"
19556,produits laitiers frais et assimilés,,"Yaourt au lait de chèvre, nature",-,"5,72","2,8",5,"2,8",0,"3,5",11,"0,098",160,"0,2",14,170,"0,4",-,"0,03",1
19558,produits laitiers frais et assimilés,,"Yaourt  aux céréales, 0% MG",-,"4,63",8,"0,9","6,3","0,3","0,5",1,"0,18",138,"0,42","15,8",186,"0,5",0,"0,2",3
19559,produits laitiers frais et assimilés,,"Yaourt aromatisé, avec édulcorants, 0% MG","54,5","4,53","8,29","0,06","4,23",traces,"0,038",-,"0,15",141,-,-,-,"0,52","1,25",-,-
19575,produits laitiers frais et assimilés,,"Yaourt aromatisé, sucré","89,1","3,42","12,2","2,6","12,1","0,17","1,75","8,6","0,15",120,"0,1","10,9",140,"0,4","0,76","0,041","< 0,5"
19577,produits laitiers frais et assimilés,,"Yaourt aromatisé, sucré, à la crème",-,"3,08","13,4","5,45","12,4","0,083","4,18",19,"0,093",105,"0,04","9,2",120,"0,38","0,75","0,15","< 0,5"
19579,produits laitiers frais et assimilés,,Yaourt aux céréales,-,"3,64","11,3","3,43",-,1,"2,22",13,"0,11",125,"0,085","12,6",145,"0,4","0,093","0,084","0,1"
19580,produits laitiers frais et assimilés,,"Yaourt aux copeaux de chocolat, à la crème, sucré",-,"3,75","16,2","5,69","15,8","0,1","3,57","10,5","0,11",120,"0,3",14,178,"0,4","0,1","0,16","0,2"
19581,produits laitiers frais et assimilés,,"Yaourt aux fruits, avec édulcorants, 0% MG","49,3","4,28","6,89","0,085","5,52","0,59","0,038",traces,"0,15",122,"0,2","14,1",159,"0,41",-,"0,08","< 0,5"
19582,produits laitiers frais et assimilés,,"Yaourt aux fruits, avec édulcorants, 0% MG, enrichi en vitamine D",-,"4,54","7,45","0,097","6,31","0,66","0,042",-,"0,16",163,"0,06",14,220,"0,52","1,44",-,"< 0,5"
19587,produits laitiers frais et assimilés,,"Yaourt aux fruits, sucré","95,7","3,61","14,2","2,4","13,6","0,22","1,54","9,9","0,12",127,"0,13","10,4",157,"0,35","< 0,2","0,051","0,43"
19589,produits laitiers frais et assimilés,,"Yaourt aux fruits, sucré, à la crème",-,3,15,"4,48","13,9","0,21","4,23",13,"0,12",110,"0,05","9,7",150,"0,37","< 0,25","0,14","0,54"
19592,produits laitiers frais et assimilés,,"Yaourt aux fruits, sucré, enrichi en vitamine D",-,"3,51",14,"2,35","12,7","0,1","1,45","11,6","0,11",129,"0,04",12,160,"0,44","0,93","0,21","< 0,5"
19593,produits laitiers frais et assimilés,,Yaourt nature,"56,5","4,12","3,54","2,57","3,54",traces,"1,61",13,"0,12",128,"0,25","12,5",176,"0,39","0,8","0,076","< 0,5"
19594,produits laitiers frais et assimilés,,"Yaourt nature, 0% MG","39,4","4,82","4,1","0,064","4,1",traces,"0,041",2,"0,14",129,"0,1","13,6",182,"0,46","0,8",0,"< 0,5"
19598,produits laitiers frais et assimilés,,"Yaourt nature, à la crème",-,"3,83","4,85","6,16","4,28",traces,"4,41","10,7","0,12",128,< 1,"11,8",163,"0,42","0,75","< 0,1","< 0,5"
19599,produits laitiers frais et assimilés,,"Yaourt nature, sucré","84,3","3,48","12,5","1,95","12,5",traces,"1,29","9,6","0,12",120,"0,23","11,4",157,"0,41","< 0,5","0,07","< 0,5"
19600,produits laitiers frais et assimilés,,Yaourt spécialité laitière nature,"54,4","4,15","3,71","2,74","3,66","0,0027","1,77","11,8","0,13",129,"0,25","12,6",176,"0,4","0,8","0,065","0,25"
19624,produits laitiers frais et assimilés,,Yaourt spécialité laitière aux fruits,"63,9","3,87","7,67","2,81","7,28","0,13","2,02","10,9","0,13",125,"0,19","11,8",167,"0,39","0,56","0,078","0,33"
19669,produits laitiers frais et assimilés,,"Spécialité laitière type encas, riche en protéines, sur lit de fruits, sucrée","98,3","7,46","11,5","2,29","11,3",0,"1,56","11,3","0,083",110,"0,06","9,5",120,"0,39","2,43","0,16","< 0,5"
19671,produits laitiers frais et assimilés,,"Yaourt aromatisé ou aux fruits, 0% MG","50,3","4,34","7,17","0,081","5,35","0,49","0,038",0,"0,15",128,"0,19",14,164,"0,44",,"0,08","0,25"
19672,produits laitiers frais et assimilés,,"Yaourt aromatisé ou aux fruits, non allégé en MG",91,"3,35","13,4","3,12","12,8","0,18","2,38","10,4","0,13",118,"0,091","10,4",145,"0,38","0,48","0,071","0,35"
19675,produits laitiers frais et assimilés,,"Yaourt aromatisé ou aux fruits, avec édulcorants","50,3","4,34","7,17","0,081","5,35","0,49","0,038",0,"0,15",128,"0,19",14,164,"0,44",,"0,08","0,25"
19676,produits laitiers frais et assimilés,,"Yaourt aromatisé ou aux fruits, sucré",91,"3,35","13,3","3,11","12,8","0,18","2,37","10,3","0,13",118,"0,092","10,4",145,"0,38","0,48","0,071","0,35"
19677,produits laitiers frais et assimilés,,"Yaourt aromatisé ou aux fruits, sucré, non allégé en MG","89,1","3,28","13,1","3,29","12,6","0,17","2,59","10,4","0,14",116,"0,082","10,4",142,"0,39","0,58","0,076","0,33"
19682,produits laitiers frais et assimilés,,Yaourt aromatisé ou aux fruits,"87,7","3,44","12,2","2,7","11,8","0,15","1,85","9,34","0,14",119,"0,096","10,7",139,"0,4","0,78","0,048","0,25"
19801,produits laitiers frais et assimilés,,"Lait fermenté à boire, nature, maigre",-,"3,93","5,05","0,3","4,9",0,"0,18","4,9","0,14",160,< 1,"10,2",120,< 1,0,"< 0,1","1,25"
19805,produits laitiers frais et assimilés,,"Lait fermenté à boire, nature, au lait entier",-,"3,19","4,5","3,6",-,0,"2,33",14,"0,12",127,"0,05","12,7",155,"0,44","0,1","0,092","0,3"
19860,produits laitiers frais et assimilés,,"Yaourt à la grecque, nature",-,"3,32","4,21","9,22","3,9","< 0,14","6,22","16,7","0,097",139,-,-,-,-,-,-,-
19865,produits laitiers frais et assimilés,,Kéfir,-,"3,19","4,5","3,6",-,0,"2,33",14,"0,12",127,"0,05","12,7",155,"0,44","0,1","0,092","0,3"
19501,produits laitiers frais et assimilés,,Fromage blanc nature ou aux fruits,"87,8","7,18","4,64","4,5","3,84","0,026","2,93","17,8","0,11",119,"0,3","10,3",137,"0,47","0,64","0,075","0,11"
19641,produits laitiers frais et assimilés,,"Faisselle, 6% MG environ",-,"4,06","4,27","6,5","3,54",traces,"4,4","26,8","0,093",110,"0,37",10,140,"0,34","< 0,2","0,18","< 0,5"
19644,produits laitiers frais et assimilés,,"Fromage blanc nature, 0% MG","49,4","7,95","3,89","0,044","3,89",traces,"0,027",1,"0,11",134,"0,16","12,2",144,"0,49","< 0,2",traces,traces
19646,produits laitiers frais et assimilés,,"Fromage blanc nature, 3% MG","76,9","8,03","3,46","3,26","3,46",traces,"2,12",18,"0,11",130,"0,13","10,2",132,"0,52","1,5","0,14","< 0,5"
19649,produits laitiers frais et assimilés,,"Fromage blanc nature, 8% MG",116,"6,19","5,25","7,65","3,33",traces,"4,99","25,3","0,1",104,< 1,"9,6",140,"0,41","< 0,2","< 0,1",traces
19659,produits laitiers frais et assimilés,,"Fromage blanc aux fruits, sucré",-,"5,18","13,4","5,53","12,5","0,68","3,59",18,"0,13","93,3",< 1,"9,5",121,-,"< 0,2","< 0,1","< 0,5"
19661,produits laitiers frais et assimilés,,Fromage frais petit suisse aux fruits,-,"6,63","13,2","2,91","12,5","0,16","1,93",-,"0,086",131,"0,2",9,117,"0,41","< 0,2","0,09",traces
19662,produits laitiers frais et assimilés,,"Fromage frais type petit suisse, aux fruits, 2-3% MG, enrichi en calcium et vitamine D",-,"6,42","12,2","2,63","10,9","0,2","1,46","12,4","0,076",155,"0,05","9,2",110,"0,41","1,16","0,15","< 0,5"
19663,produits laitiers frais et assimilés,,"Fromage frais petit suisse, nature, 0% MG",-,"9,89","3,8","0,24","3,2",0,-,"6,5","0,11",127,< 1,"11,4",166,-,"< 0,2","< 0,1",-
19664,produits laitiers frais et assimilés,,"Fromage frais petit suisse, nature, 4% MG",-,"9,53","3,37","4,61","3,37",0,-,-,"0,11",103,"0,14",40,114,"0,48",-,-,-
19666,produits laitiers frais et assimilés,,"Fromage frais petit suisse, nature, 10% MG",-,"8,85","3,73","9,89","3,19",0,"6,41","33,7","0,091",110,"0,2","9,4",130,"0,43",-,"0,23","< 0,5"
19667,produits laitiers frais et assimilés,,"Fromage frais petit suisse, aromatisé aux fruits",-,"5,9","12,2","2,3","12,1",< 2,"1,59","9,62","0,078",180,"0,05",10,120,"0,4","1,55","< 0,08","< 0,5"
39710,produits laitiers frais et assimilés,,Crème pâtissière,137,"3,79","22,3","3,6","16,7",0,"1,76",123,"0,2",105,"0,64","11,6",150,"0,7","0,24","0,34","0,93"
12999,fromages,,Fromage (aliment moyen),348,"22,2","0,41","27,6","0,34",0,"17,7","89,4","1,27",630,"0,29","29,1",122,"2,9","0,31","0,56","0,046"
12001,fromages,,"Camembert, sans précision",279,21,traces,"21,8",0,0,"14,2",74,"1,54",449,"0,18","19,3",148,"2,5","0,24","0,57",0
12003,fromages,,Fromage à pâte molle (camenbert),359,"17,5",traces,"32,3",-,0,-,-,"1,18",523,-,23,69,-,"0,4",-,-
12006,fromages,,Camembert au lait cru,267,"20,7",traces,"20,3","< 0,2",0,"14,1","64,6","1,45",380,"0,09",18,160,"2,8","< 0,25","0,46",-
12008,fromages,,Fromage à pâte molle double crème,304,"10,2",traces,"29,4",-,0,"18,5","79,5","1,28",200,"0,3",6,112,"0,54","0,31","0,8",0
12009,fromages,,Fromage rond à pâte molle et croûte fleurie 5 à 11% MG type camembert allégé en matière grasse,197,"24,9",traces,11,-,0,"7,12",36,"3,24",720,"0,18",20,187,"2,38","0,14","0,28",0
12010,fromages,,Coulommiers,279,"18,8",traces,"22,8",0,0,"15,8",85,"1,37",400,"0,23","21,7",165,"3,28",-,"0,6",-
12012,fromages,,Fromage rond à pâte molle et croûte fleurie environ 11% MG type coulommiers allégé en matière grasse,187,"22,5",traces,11,0,0,"7,9",46,"0,9",-,"0,05",-,-,-,-,-,-
12013,fromages,,Fromage rond à pâte molle et croûte fleurie environ 5% MG type camembert allégé en matière grasse,150,"25,7",traces,"5,5",-,0,-,-,-,570,-,-,-,-,-,-,-
12020,fromages,,"Brie, sans précision",297,"17,3",traces,"25,5",0,0,"16,3","95,8","1,51",424,"0,36",20,145,"2,38","0,39","0,47",0
12021,fromages,,Brie de Meaux,271,"21,4",traces,"20,7","< 0,2",0,"14,5","83,6","2,02",310,"0,15",15,120,"2,3","< 0,25","0,44","< 0,5"
12022,fromages,,Brie de Melun,288,22,traces,"22,2","< 0,2",0,"15,2","88,9","1,89",180,"0,08",17,210,"0,84","< 0,25","0,57","< 0,5"
12025,fromages,,Carré de l'Est,327,"21,4",traces,27,0,0,19,-,"1,58",450,-,20,140,6,-,-,-
12028,fromages,,Chaource,276,"17,3",traces,"22,9","< 0,2",0,"15,8",83,"1,9",110,"0,06",12,130,"0,56","< 0,25","0,59","< 0,5"
12029,fromages,,Maroilles laitier,338,"22,3",traces,"27,8",-,0,"17,5",-,"1,87",-,-,-,-,-,-,-,-
12030,fromages,,Maroilles fermier,349,"21,2",traces,"29,5",-,0,"17,3",-,"2,07",-,-,-,-,-,-,-,-
12031,fromages,,Neufchâtel,287,"18,5",traces,"23,9",-,0,20,84,"1,87","74,5","0,07","9,17",117,"0,55","< 0,3","0,4",-
12033,fromages,,Fromage à pâte molle triple crème,376,"9,89",traces,"37,5",0,0,"25,1",122,"1,09",230,"0,3",6,119,"0,54","0,36","0,94",0
12034,fromages,,"Fromage à pâte molle, croûte lavée",319,"20,6",0,"26,4","0,02",0,17,,"1,57",534,,"22,4",113,,"0,69",,
12035,fromages,,"Fromage à pâte molle et croûte lavée, allégé",198,"21,6",traces,"12,6",-,0,"8,08",43,"1,63",420,-,19,94,-,15,-,-
12036,fromages,,"Maroilles, sans précision",325,"21,9",traces,"26,4","< 0,2",0,"18,1",103,"2,09",580,"0,09",23,100,"2,8","< 0,25","0,57","< 0,5"
12037,fromages,,Livarot,301,"24,6",traces,"22,6","< 0,2",0,"15,3","77,3","1,5",730,"0,07",26,94,"3,1","< 0,25","0,57","< 0,5"
12038,fromages,,Époisses,290,"17,8",traces,"24,5","< 0,03",traces,"17,1","80,5","1,76",120,"0,21",10,140,"0,5","< 0,25","0,64",-
12039,fromages,,Munster,344,"21,2",traces,29,0,0,"18,8",96,"1,78",717,"0,41",27,134,"2,81","0,6","0,26",0
12040,fromages,,Langres,281,"16,7",traces,"23,8","< 0,2",traces,"16,9","89,3","0,99",160,"0,05",12,140,"1,2","< 0,25","0,65","< 0,5"
12042,fromages,,Pont l'Évêque,326,"22,7",traces,"26,2","< 0,2",0,"18,2","84,7","1,3",660,"0,07",24,110,"2,8","< 0,25","0,46","< 0,5"
12045,fromages,,Reblochon,326,"20,4",traces,"27,4",0,0,"18,8","89,9","1,27",471,"0,32","20,2",104,"4,44",-,-,-
12047,fromages,,"Fromage à pâte molle à croûte lavée, au lait pasteurisé (type Vieux Pané)",308,"20,4",traces,"25,4",0,0,"15,6",-,"1,35",450,-,"18,1","99,3",-,"0,95",-,-
12049,fromages,,Saint-Marcellin,280,"15,1",traces,"24,3","< 0,2",0,"18,1","93,4","1,08",140,"0,05",12,180,"0,54","< 0,25","0,61","< 0,5"
12050,fromages,,Fromage à pâte molle et croûte mixte (lavée et fleurie) colorée,332,"18,2",traces,29,0,0,"18,5",68,-,450,"0,2",-,-,-,-,-,-
12051,fromages,,Mont d'or ou Vacherin du Haut-Doubs,302,"18,9",traces,"25,4",traces,0,"16,3",-,"1,38",491,-,30,120,8,-,-,-
12052,fromages,,Saint-Félicien,309,"12,2",traces,"28,9","< 0,2",0,"21,2","81,3","1,1",110,"0,04","9,6",130,"0,44","< 0,25","0,65","< 0,5"
12801,fromages,,"Fromage de chèvre affiné, lait cru",324,"20,7",traces,27,0,0,"18,7",107,"1,28",123,"0,31","16,2",230,"0,56","< 0,5","0,53",-
12802,fromages,,"Fromage de chèvre affiné, lait pasteurisé",300,"19,8",traces,"24,7",0,0,"16,9","98,5","1,23",107,"0,22","12,7",260,"0,61","< 0,5","0,32",-
12803,fromages,,Fromage de chèvre affiné (bûchette),315,"20,4",traces,"26,2",0,0,18,104,"1,69",117,"0,28","14,9",161,"0,58","< 0,5","0,45",-
12807,fromages,,Fromage chèvre Ste-Maure Touraine,294,"19,6",traces,"24,2",-,0,"18,7",-,"1,41",-,-,-,-,-,-,-,-
12810,fromages,,Fromage de chèvre demi-sec,353,"21,6",traces,"29,8",0,0,"20,6",79,"1,81",145,"1,62","18,2",165,"0,64","0,5","0,26",0
12812,fromages,,Fromage de chèvre bûche,292,"19,3",traces,"24,1",0,0,"16,3","95,9","1,71",107,"0,22","12,7",167,"0,61","< 0,5","0,29",-
12813,fromages,,"Fromage de chèvre bûche, allégé",179,"22,6",traces,10,0,0,"6,8",50,"1,24",183,"0,1",15,210,-,-,-,-
12814,fromages,,"Fromage de chèvre à pâte molle non pressée non cuite croûte naturelle, au lait pasteurisé",279,"19,3",traces,"22,6",0,0,"17,4",78,"1,56",90,-,-,-,-,-,-,-
12815,fromages,,Fromage de chèvre sec,440,"30,5",traces,"35,6",-,0,"24,6",105,"1,06",895,"1,88",54,48,"1,59","0,7","0,31",0
12820,fromages,,Fromage de chèvre à pâte molle et croûte fleurie type camembert,292,"19,9",traces,"23,8",0,0,16,"91,8",1,534,"0,32",32,153,"2,4","< 0,5","0,4",traces
12824,fromages,,Fromage de brebis à pâte molle et croûte fleurie,276,"16,8",traces,"23,3",-,0,"16,2",67,"1,69",487,-,-,-,-,-,-,-
12830,fromages,,Chabichou (fromage de chèvre),294,"20,5",traces,"23,8",0,0,"17,1","97,3","1,85",104,"0,35","14,1",238,"0,52","< 0,5","0,31",-
12831,fromages,,Pélardon (fromage de chèvre),343,"23,8",traces,"27,8",0,0,"18,6",117,"1,43",147,"0,37","20,5",-,"0,57","< 0,5","0,58",-
12832,fromages,,"Crottin de chèvre, au lait cru",384,"23,2",traces,"32,6",0,0,"24,1",133,"1,01",141,"0,4","18,7",-,"0,57","< 0,5","1,05",-
12833,fromages,,"Crottin de chèvre, sans précision",340,"22,4",traces,28,0,0,"19,6",111,"1,17",107,"0,22","12,7",238,"0,59","< 0,5","0,44",-
12834,fromages,,Fromage chèvre Crottin de Chavignol,296,"19,7",traces,"24,4",0,0,"16,2","92,9","1,3",147,"0,28","17,2",300,"0,83","< 0,5","0,54",-
12836,fromages,,Picodon (fromage de chèvre),315,"20,7",traces,26,0,0,"19,2",137,"1,25",126,"0,28","16,9",-,"0,67","< 0,5","0,44",-
12839,fromages,,Fromage chèvre Pouligny Saint-Pierre,294,"18,9",traces,"24,5",0,0,"16,8","99,7","1,08",100,"0,33","14,8",-,"0,53","< 0,5","0,29",-
12842,fromages,,Fromage chèvre Sainte-Maure,357,"22,1",traces,30,0,0,"18,4",122,"1,81",122,"0,3","14,5",168,"0,62","< 0,5","0,41",-
12845,fromages,,Fromage chèvre Selles-sur-Cher,291,"19,2",traces,"23,9",0,0,18,-,"1,4",167,-,-,-,-,-,"0,6",-
12846,fromages,,Chevrot (fromage de chèvre),277,"18,5",traces,"22,8",0,0,"15,5","78,1","1,12","98,4","0,26","12,9",-,"0,28","< 0,5","0,34",-
12847,fromages,,Rocamadour (fromage de chèvre),279,"18,6",traces,"22,9","< 0,14",0,"17,5","65,5","1,11",102,"0,2","13,8",160,"0,37","< 0,5","0,39",-
12848,fromages,,Valençay (fromage de chèvre),306,"19,3",traces,"25,5",0,0,18,85,"1,32",120,"0,19","15,3",150,"0,55","< 0,5","0,32",-
12500,fromages,,Roquefort,358,"19,6",traces,"30,9",0,0,"22,4","74,7","3,7",660,"0,1","31,9",115,"1,83",-,"0,12",0
12519,fromages,,Fourme de Montbrison,365,"22,5",traces,"30,8",0,0,"20,5",-,"1,63",-,-,-,-,-,-,-,-
12520,fromages,,Fromage bleu au lait de vache,333,"19,9",traces,"28,3","< 0,25",0,"17,7","97,8","2,89",494,"0,23",23,130,"3,88","0,42","0,59",0
12521,fromages,,Fromage bleu d'Auvergne,343,"22,4",traces,"28,4",0,0,19,59,"2,85",551,"0,3","18,1",126,"2,69",-,-,-
12522,fromages,,Fourme d'Ambert,326,"19,9",traces,"27,6",0,0,18,97,"2,2",442,"0,36",16,111,"3,37",-,-,-
12523,fromages,,Fromage bleu des Causses,350,"20,4",traces,30,0,0,19,103,"3,3",582,-,35,132,3,-,-,-
12524,fromages,,Gorgonzola,312,19,traces,"26,4","< 0,3",0,"16,9","81,1","1,77",390,"0,08",18,110,"2,1","0,24","0,16","< 0,5"
12526,fromages,,Bleu de Gex,364,"22,5",traces,"30,7",traces,0,"20,2",-,"1,44",600,-,-,-,-,-,-,-
12527,fromages,,Fromage bleu de Bresse,342,"17,4",traces,"30,5",0,0,"19,4",91,"1,58",434,< 1,17,128,"2,5","< 0,2","< 0,1",0
12528,fromages,,Fromage bleu de Bresse allegé,246,"27,1",traces,"15,5",0,0,-,-,"2,05",420,-,-,-,-,-,-,-
12100,fromages,,Fromage à pâte pressée cuite,396,"28,3",0,"31,6","0,053",0,"19,8",100,"0,77",946,"0,38","45,5",102,"3,73","0,31","0,69","0,026"
12105,fromages,,Beaufort,410,"26,6",traces,34,0,0,"19,2",-,"1,27",745,"0,24",-,118,"4,75",-,-,-
12110,fromages,,Comté,418,"27,2",traces,"34,6",traces,0,"22,5",115,"0,8",993,"0,49","43,7",116,"3,84",-,"0,8",-
12112,fromages,,Abondance,393,"27,1",traces,"31,6","< 0,2",0,"20,1",106,"1,73",760,"0,09",28,120,"3,5","< 0,25","0,75","< 0,5"
12113,fromages,,Gruyère IGP France,396,"27,3",traces,32,0,0,"20,1",-,"0,95",871,-,-,-,-,-,-,-
12114,fromages,,Gruyère,423,"28,4",traces,"34,6",0,0,"19,8",105,"0,8",1090,"0,29","39,2",101,"4,89","0,44","0,52",0
12115,fromages,,Emmental ou emmenthal,384,"28,2",traces,"30,2","< 0,17",0,"18,9",96,"0,56",898,"0,15","48,9","97,1","3,48","0,28","0,74",0
12116,fromages,,"Fromage à pate pressée cuite type emmental ou emmenthal, allégé en matière grasse",246,"30,6",traces,14,0,0,"8,5",67,1,950,"0,2",45,110,"4,1","0,48","0,22",0
12118,fromages,,Emmental ou emmenthal râpé,367,"28,1",traces,"28,6","< 0,25",0,"18,1",107,"0,75",979,"1,5","38,3","97,4","4,4","< 0,5","0,43","< 0,5"
12119,fromages,,Ossau-Iraty,428,"24,2",traces,37,0,0,"24,4","94,4","1,68",764,"0,32","35,6","45,7","2,43",-,"0,15",-
12120,fromages,,Parmesan,429,"34,5",traces,"32,7","< 0,17",0,"19,9","78,8","1,61",1160,"0,84",44,100,"3,03","0,38","0,46",0
12121,fromages,,Fontina,381,"25,6",traces,"31,1",0,0,"19,2",116,2,550,"0,23",14,64,"3,5","0,6","0,27",0
12123,fromages,,Grana Padano,396,"34,1",traces,"29,2","< 0,25",0,"19,5",-,"1,56",1170,-,-,-,-,-,-,-
12705,fromages,,Fromage à pâte ferme 14% MG,238,29,traces,"13,8",0,0,"8,9","45,3","2,06",717,"0,21","31,6","76,3","4,23","0,16","0,35",0
12716,fromages,,Provolone,340,"25,6",traces,"26,6",0,0,"17,1",69,"2,19",756,"0,52",28,138,"3,23","0,5","0,23",0
12722,fromages,,Cantal entre-deux,371,"26,5",traces,"29,7",0,0,"19,7","99,1",2,791,-,-,-,-,-,-,-
12723,fromages,,"Cantal, Salers ou Laguiole",378,"25,3",traces,31,"< 0,5",0,"24,2",-,"2,15",772,"0,54","25,7","97,8","4,1",-,-,-
12725,fromages,,Salers,388,"25,9",traces,"31,4","< 0,2",0,20,103,"2,19",680,"0,11",25,96,"2,9","0,31","0,72","< 0,5"
12726,fromages,,Cheddar,399,24,traces,"33,8",0,0,"19,5",102,"1,61",675,"0,16",27,76,"3,43","0,6","0,78",0
12729,fromages,,Edam,329,"25,5",traces,"25,5","< 0,25",0,"16,9",89,"2,22",802,"0,12","41,2",106,"3,09","0,5","0,24",0
12735,fromages,,Mimolette jeune,331,"28,9",traces,"24,2",0,0,"17,4",-,-,-,-,-,-,-,-,-,-
12736,fromages,,Gouda,374,"23,2",traces,"31,5","< 0,25",0,"20,3",103,2,728,"0,24",29,121,"3,9","0,5","0,24",0
12737,fromages,,Mimolette demi-vieille,365,"31,5",traces,"26,9",0,0,"18,1",-,-,-,-,-,-,-,-,-,-
12738,fromages,,Mimolette vieille,397,34,traces,"28,8","< 0,2",0,19,"87,9","3,68",910,"0,15",36,88,"4,5","0,33","0,6","< 0,5"
